aggregation_level,instrument_name,valuation_state,valuation_timestamp_utc,quantity,contract_multiplier,unit_delta,unit_gamma,unit_vega_decimal,unit_vega_1vol,unit_theta_year,unit_theta_day,unit_vanna,unit_volga,position_delta,position_gamma,position_vega_decimal,position_vega_1vol,position_theta_year,position_theta_day,position_vanna,position_volga
INSTRUMENT,BTC-14AUG26-65000-C,t0,2026-08-08T17:23:35.969048Z,2.5,1.0,0.5260621861763384,0.00018590480133095756,3210.7677116308987,32.107677116308984,-29071.216530008427,-79.64716857536555,-0.048675611021008126,25.665417334494034,1.315155465440846,0.0004647620033273939,8026.919279077247,80.26919279077246,-72678.04132502107,-199.11792143841387,-0.12168902755252031,64.16354333623508
INSTRUMENT,BTC-14AUG26-65000-C,t1,2026-08-09T17:23:35.969048Z,1.9,1.0,0.99580118389196,6.2819025882885295e-06,97.24265256842607,0.9724265256842607,-3551.8414745372165,-9.731072532978676,-0.12873798174176973,2666.779645836239,1.892022249394724,1.1935614917748206e-05,184.76103988000952,1.8476103988000951,-6748.498801620711,-18.489037812659483,-0.24460216530936246,5066.881327088854
INSTRUMENT,BTC-14AUG26-65000-P,t0,2026-08-08T17:23:35.969048Z,-2.0,1.0,-0.4739378138236616,0.00018590480133095756,3210.7677116308987,32.107677116308984,-26472.814109105537,-72.52825783316585,-0.048675611021008126,25.665417334494034,0.9478756276473232,-0.00037180960266191513,-6421.535423261797,-64.21535423261797,52945.62821821107,145.0565156663317,0.09735122204201625,-51.33083466898807
INSTRUMENT,BTC-14AUG26-65000-P,t1,2026-08-09T17:23:35.969048Z,-3.5,1.0,-0.00419881610803996,6.2819025882885295e-06,97.24265256842607,0.9724265256842607,-953.1542816009784,-2.611381593427338,-0.12873798174176973,2666.779645836239,0.01469585637813986,-2.1986659059009853e-05,-340.34928398949125,-3.4034928398949122,3336.039985603424,9.139835576995683,0.45058293609619404,-9333.728760426837
INSTRUMENT,BTC-25SEP26-58000-C,t0,2026-08-08T17:23:35.969048Z,-1.5,1.0,0.8240745370917788,2.849223898222927e-05,6077.643210910388,60.77643210910388,-10813.162655280796,-29.625103165152865,-0.5299245016505783,11593.325182822913,-1.2361118056376683,-4.273835847334391e-05,-9116.464816365582,-91.16464816365581,16219.743982921194,44.4376547477293,0.7948867524758674,-17389.98777423437
INSTRUMENT,BTC-25SEP26-58000-C,t1,2026-08-09T17:23:35.969048Z,0.5,1.0,0.9395671828535478,1.3234278486221734e-05,2994.1933957723863,29.941933957723865,-6375.124890461146,-17.46609559030451,-0.47028355875654343,18232.846029572363,0.4697835914267739,6.617139243110867e-06,1497.0966978861932,14.970966978861933,-3187.562445230573,-8.733047795152254,-0.23514177937827171,9116.423014786182
INSTRUMENT,BTC-25SEP26-58000-P,t0,2026-08-08T17:23:35.969048Z,1.25,1.0,-0.1759254629082212,2.849223898222927e-05,6077.643210910388,60.77643210910388,-8505.23546009972,-23.302014959177317,-0.5299245016505783,11593.325182822913,-0.2199068286352765,3.561529872778659e-05,7597.054013637985,75.97054013637985,-10631.54432512465,-29.127518698971645,-0.6624056270632228,14491.656478528641
INSTRUMENT,BTC-25SEP26-58000-P,t1,2026-08-09T17:23:35.969048Z,1.25,1.0,-0.06043281714645221,1.3234278486221734e-05,2994.1933957723863,29.941933957723865,-4066.9447578925033,-11.14231440518494,-0.47028355875654343,18232.846029572363,-0.07554102143306526,1.654284810777717e-05,3742.741744715483,37.42741744715483,-5083.680947365629,-13.927893006481176,-0.5878544484456792,22791.057536965454
INSTRUMENT,BTC-25SEP26-72000-C,t0,2026-08-08T17:23:35.969048Z,2.0,1.0,0.22530694466350387,3.9060723796704885e-05,7052.968656018671,70.52968656018672,-9389.477195618614,-25.724595056489353,0.8008347259524486,14196.520489908773,0.45061388932700774,7.812144759340977e-05,14105.937312037342,141.05937312037344,-18778.95439123723,-51.449190112978705,1.6016694519048973,28393.040979817546
INSTRUMENT,BTC-25SEP26-72000-C,t1,2026-08-09T17:23:35.969048Z,1.25,1.0,0.42582563880889357,5.5749624962440615e-05,9798.428351539156,97.98428351539157,-11902.533674445667,-32.60968129985114,0.40067500878033635,1872.8470808400332,0.5322820485111169,6.968703120305078e-05,12248.035439423946,122.48035439423946,-14878.167093057084,-40.76210162481392,0.5008437609754204,2341.0588510500415
INSTRUMENT,BTC-25SEP26-72000-P,t0,2026-08-08T17:23:35.969048Z,-1.75,1.0,-0.7746930553364961,3.9060723796704885e-05,7052.968656018671,70.52968656018672,-6524.464125738659,-17.875244180105916,0.8008347259524486,14196.520489908773,1.3557128468388682,-6.835626664423354e-05,-12342.695148032675,-123.42695148032675,11417.812220042653,31.281677315185355,-1.4014607704167852,-24843.910857340354
INSTRUMENT,BTC-25SEP26-72000-P,t1,2026-08-09T17:23:35.969048Z,0.5,1.0,-0.5741743611911064,5.5749624962440615e-05,9798.428351539156,97.98428351539157,-9037.206613325972,-24.759470173495814,0.40067500878033635,1872.8470808400332,-0.2870871805955532,2.7874812481220308e-05,4899.214175769578,48.992141757695784,-4518.603306662986,-12.379735086747907,0.20033750439016818,936.4235404200166
INSTRUMENT,BTC-30OCT26-52000-C,t0,2026-08-08T17:23:35.969048Z,-1.0,1.0,0.8853221590459184,1.3988026648466835e-05,5996.200586224169,59.96200586224169,-7655.45337920386,-20.973844874531125,-0.42829383357511147,15935.49165395392,-0.8853221590459184,-1.3988026648466835e-05,-5996.200586224169,-59.96200586224169,7655.45337920386,20.973844874531125,0.42829383357511147,-15935.49165395392
INSTRUMENT,BTC-30OCT26-52000-C,t1,2026-08-09T17:23:35.969048Z,-1.0,1.0,0.9483083128400227,7.579366171011373e-06,3502.5951093522804,35.025951093522806,-5212.939562593987,-14.282026198887635,-0.3581872432128405,19293.82203867193,-0.9483083128400227,-7.579366171011373e-06,-3502.5951093522804,-35.025951093522806,5212.939562593987,14.282026198887635,0.3581872432128405,-19293.82203867193
INSTRUMENT,BTC-30OCT26-52000-P,t0,2026-08-08T17:23:35.969048Z,1.5,1.0,-0.11467784095408162,1.3988026648466835e-05,5996.200586224169,59.96200586224169,-5594.198637696033,-15.326571610126118,-0.42829383357511147,15935.49165395392,-0.17201676143112243,2.0982039972700253e-05,8994.300879336253,89.94300879336254,-8391.29795654405,-22.989857415189178,-0.6424407503626672,23903.237480930882
INSTRUMENT,BTC-30OCT26-52000-P,t1,2026-08-09T17:23:35.969048Z,1.5,1.0,-0.051691687159977295,7.579366171011373e-06,3502.5951093522804,35.025951093522806,-3151.4589177775465,-8.634134021308347,-0.3581872432128405,19293.82203867193,-0.07753753073996594,1.136904925651706e-05,5253.892664028421,52.53892664028421,-4727.1883766663195,-12.951201031962519,-0.5372808648192607,28940.733058007892
INSTRUMENT,BTC-30OCT26-78000-C,t0,2026-08-08T17:23:35.969048Z,1.25,1.0,0.17625584300431046,2.3439624957560556e-05,8015.321156115014,80.15321156115014,-6739.6122820916125,-18.464691183812636,0.7977469543015246,22957.952302017373,0.22031980375538807,2.9299531196950696e-05,10019.151445143767,100.19151445143768,-8424.515352614515,-23.080863979765795,0.9971836928769058,28697.440377521714
